ID,Year,Month,Day,Parameter,Level (m)
01AD004,2020,5,24,46,135.95823611111115
01AD004,2020,5,25,46,135.82507638888876
01AD004,2020,5,26,46,135.72245138888889
01AD004,2020,5,27,46,135.58732986111104
01AD004,2020,5,28,46,135.51817013888876
01AD004,2020,5,29,46,135.41435069444444
01AD004,2020,5,30,46,135.38396180555554
01AD004,2020,5,31,46,135.3529409722216
01AD004,2020,6,1,46,135.32107291666705
01AD004,2020,6,2,46,135.28214236111074
01AD004,2020,6,3,46,135.17720833333328
01AD004,2020,6,4,46,135.1159340277776
01AD004,2020,6,5,46,135.03518402777797
01AD004,2020,6,6,46,134.99420138888888
01AD004,2020,6,7,46,134.96712500000015
01AD004,2020,6,8,46,134.95826041666618
01AD004,2020,6,9,46,134.92937499999965
01AD004,2020,6,10,46,134.89169444444448
01AD004,2020,6,11,46,134.8828368055553
01AD004,2020,6,12,46,134.83455208333373
01AD004,2020,6,13,46,134.81850347222218
01AD004,2020,6,14,46,134.7892222222221
01AD004,2020,6,15,46,134.7647430555555
01AD004,2020,6,16,46,134.72693055555567
01AD004,2020,6,17,46,134.694402777778
01AD004,2020,6,18,46,134.64312152777765
01AD004,2020,6,19,46,134.64657291666697
01AD004,2020,6,20,46,134.62056944444402
01AD004,2020,6,21,46,134.59891319444475
01AD004,2020,6,22,46,134.59056597222204
01AD004,2020,6,23,46,134.599534722222
01AD004,2020,6,24,46,134.5812881944445
01AD004,2020,6,25,46,134.61786458333307
01AD004,2020,6,26,46,134.641614583333
01AD004,2020,6,27,46,134.64353472222194
01AD004,2020,6,28,46,134.64171874999977
01AD004,2020,6,29,46,134.6213229166668
01AD004,2020,6,30,46,134.63698263888807
01AD004,2020,7,1,46,134.642940972222
01AD004,2020,7,2,46,134.64610069444484
01AD004,2020,7,3,46,134.6302777777781
01AD004,2020,7,4,46,134.59709027777774
01AD004,2020,7,5,46,134.56310763888902
01AD004,2020,7,6,46,134.5155833333334
01AD004,2020,7,7,46,134.51081597222185
01AD004,2020,7,8,46,134.52389930555572
01AD004,2020,7,9,46,134.50187847222205
01AD004,2020,7,10,46,134.50518055555582
01AD004,2020,7,11,46,134.49790277777743
01AD004,2020,7,12,46,134.5600937500006
01AD004,2020,7,13,46,134.56627777777814
01AD004,2020,7,14,46,134.54391666666632
01AD004,2020,7,15,46,134.52502430555626
01AD004,2020,7,16,46,134.51379861111116
01AD004,2020,7,17,46,134.50372916666697
01AD004,2020,7,18,46,134.47457638888875
01AD004,2020,7,19,46,134.46606250000036
01AD004,2020,7,20,46,134.49139930555577
01AD004,2020,7,21,46,134.48578819444413
01AD004,2020,7,22,46,134.49213541666643
01AD004,2020,7,23,46,134.4795659722225
01AD004,2020,7,24,46,134.47302083333363
01AD004,2020,7,25,46,134.45871527777746
01AD004,2020,7,26,46,134.45087847222212
01AD004,2020,7,27,46,134.49853819444428
01AD004,2020,7,28,46,134.49561111111083
01AD004,2020,7,29,46,134.45185069444437
01AD004,2020,7,30,46,134.5400416666669
01AD004,2020,7,31,46,134.55573958333343
01AD004,2020,8,1,46,134.51543402777747
01AD004,2020,8,2,46,134.45511458333337
01AD004,2020,8,3,46,134.43746875
01AD004,2020,8,4,46,134.45918750000072
01AD004,2020,8,5,46,134.45527083333388
01AD004,2020,8,6,46,134.43934722222264
01AD004,2020,8,7,46,134.44669097222177
01AD004,2020,8,8,46,134.4757291666666
01AD004,2020,8,9,46,134.47457986111147
01AD004,2020,8,10,46,134.43720138888912
01AD004,2020,8,11,46,134.40408680555527
01AD004,2020,8,12,46,134.37376736111105
01AD004,2020,8,13,46,134.3795590277777
01AD004,2020,8,14,46,134.36361111111077
01AD004,2020,8,15,46,134.34142708333346
01AD004,2020,8,16,46,134.34198958333323
01AD004,2020,8,17,46,134.3406180555552
01AD004,2020,8,18,46,134.33530208333343
01AD004,2020,8,19,46,134.366517361111
01AD004,2020,8,20,46,134.42315277777772
01AD004,2020,8,21,46,134.41054513888878
01AD004,2020,8,22,46,134.3686701388889
01AD004,2020,8,23,46,134.3344895833333
01AD004,2020,8,24,46,134.33093750000015
01AD004,2020,8,25,46,134.34738888888876
01AD004,2020,8,26,46,134.3266006944447
01AD004,2020,8,27,46,134.28634374999973
01AD004,2020,8,28,46,134.27990277777818
01AD004,2020,8,29,46,134.2817430555554
01AD004,2020,8,30,46,134.3715208333334
01AD004,2020,8,31,46,134.41403125
01AD004,2020,9,1,46,134.5374201388887
01AD004,2020,9,2,46,134.67536805555562
01AD004,2020,9,3,46,134.5975555555554
01AD004,2020,9,4,46,134.5111597222224
01AD004,2020,9,5,46,134.45452083333362
01AD004,2020,9,6,46,134.41871527777818
01AD004,2020,9,7,46,134.3934652777777
01AD004,2020,9,8,46,134.36385416666636
01AD004,2020,9,9,46,134.34560069444422
01AD004,2020,9,10,46,134.38289236111126
01AD004,2020,9,11,46,134.38305555555587
01AD004,2020,9,12,46,134.41450347222184
01AD004,2020,9,13,46,134.40285416666688
01AD004,2020,9,14,46,134.38163888888877
01AD004,2020,9,15,46,134.3531701388891
01AD004,2020,9,16,46,134.33236805555558
01AD004,2020,9,17,46,134.31935763888916
01AD004,2020,9,18,46,134.29773611111128
01AD004,2020,9,19,46,134.28315972222222
01AD004,2020,9,20,46,134.27090277777768
01AD004,2020,9,21,46,134.25759722222188
01AD004,2020,9,22,46,134.24438194444457
01AD004,2020,9,23,46,134.24866319444456
01AD004,2020,9,24,46,134.24739236111094
01AD004,2020,9,25,46,134.24380208333332
01AD004,2020,9,26,46,134.23193402777787
01AD004,2020,9,27,46,134.23864930555558
01AD004,2020,9,28,46,134.2563749999998
01AD004,2020,9,29,46,134.2432013888889
01AD004,2020,9,30,46,134.2809895833331
01AD004,2020,10,1,46,134.28456249999996
01AD004,2020,10,2,46,134.31226041666642
01AD004,2020,10,3,46,134.37954861111126
01AD004,2020,10,4,46,134.38885416666645
01AD004,2020,10,5,46,134.43624652777729
01AD004,2020,10,6,46,134.42007291666636
01AD004,2020,10,7,46,134.41270486111068
01AD004,2020,10,8,46,134.43705208333319
01AD004,2020,10,9,46,134.41315972222216
01AD004,2020,10,10,46,134.49532291666662
01AD004,2020,10,11,46,134.6184444444443
01AD004,2020,10,12,46,134.76086805555576
01AD004,2020,10,13,46,134.82447569444477
01AD004,2020,10,14,46,134.97118750000016
01AD004,2020,10,15,46,135.23759375000012
01AD004,2020,10,16,46,135.43196875
01AD004,2020,10,17,46,135.47477430555554
01AD004,2020,10,18,46,136.24109375000006
01AD004,2020,10,19,46,136.6602743055554
01AD004,2020,10,20,46,136.50299305555552
01AD004,2020,10,21,46,136.37102083333338
01AD004,2020,10,22,46,136.3800173611112
01AD004,2020,10,23,46,136.29235416666668
01AD004,2020,10,24,46,136.13805555555552
01AD004,2020,10,25,46,135.98260416666673
01AD004,2020,10,26,46,135.84293402777786
01AD004,2020,10,27,46,135.74929861111102
01AD004,2020,10,28,46,135.67721527777803
01AD004,2020,10,29,46,135.6322395833333
01AD004,2020,10,30,46,135.56602430555552
01AD004,2020,10,31,46,135.4917013888889
01AD004,2020,11,1,46,135.4236909722223
01AD004,2020,11,2,46,135.40327777777773
01AD004,2020,11,3,46,135.3784097222222
01AD004,2020,11,4,46,135.29628125000002
01AD004,2020,11,5,46,135.2485381944445
01AD004,2020,11,6,46,135.20787847222266
01AD004,2020,11,7,46,135.17828472222223
01AD004,2020,11,8,46,135.17585763888894
01AD004,2020,11,9,46,135.17236805555504
01AD004,2020,11,10,46,135.151465277778
01AD004,2020,11,11,46,135.12106944444452
01AD004,2020,11,12,46,135.08278819444416
01AD004,2020,11,13,46,135.03899652777764
01AD004,2020,11,14,46,135.01867708333322
01AD004,2020,11,15,46,134.9924548611113
01AD004,2020,11,16,46,135.00903125000048
01AD004,2020,11,17,46,135.02071527777815
01AD004,2020,11,18,46,135.02162152777774
01AD004,2020,11,19,46,135.12069444444452
01AD004,2020,11,20,46,135.09547569444442
01AD004,2020,11,21,46,135.03421527777786
01AD004,2020,11,22,46,134.9838645833335
01AD004,2020,11,23,46,135.03073611111117
01AD004,2020,11,24,46,135.2212708333332
01AD004,2020,11,25,46,135.42988888888883
01AD004,2020,11,26,46,135.56111805555543
01AD004,2020,11,27,46,135.4603993055553
01AD004,2020,11,28,46,135.41238194444423
01AD004,2020,11,29,46,135.39007638888856
01AD004,2020,11,30,46,135.39085763888886
01AD004,2020,12,1,46,135.70376388888883
01AD004,2020,12,2,46,136.57850000000005
01AD004,2020,12,3,46,137.19929166666668
01AD004,2020,12,4,46,136.9161597222223
01AD004,2020,12,5,46,136.51771875
01AD004,2020,12,6,46,136.290625
01AD004,2020,12,7,46,136.11700694444437
01AD004,2020,12,8,46,135.97330208333332
01AD004,2020,12,9,46,135.87571874999983
01AD004,2020,12,10,46,135.7776458333333
01AD004,2020,12,11,46,135.69153472222234
01AD004,2020,12,12,46,135.62850000000003
01AD004,2020,12,13,46,135.58632291666663
01AD004,2020,12,14,46,135.53611805555548
01AD004,2020,12,15,46,135.4810590277778
01AD004,2020,12,16,46,135.32626736111104
01AD004,2020,12,17,46,135.17002777777768
01AD004,2020,12,18,46,135.05694097222218
01AD004,2020,12,19,46,135.14628819444445
01AD004,2020,12,20,46,135.46290277777769
01AD004,2020,12,21,46,135.4276041666666
01AD004,2020,12,22,46,135.0780625000002
01AD004,2020,12,23,46,135.0295763888888
01AD004,2020,12,24,46,135.13614236111118
01AD004,2020,12,25,46,135.21588888888883
01AD004,2020,12,26,46,135.8240763888889
01AD004,2020,12,27,46,136.62387847222237
01AD004,2020,12,28,46,136.56063194444448
01AD004,2020,12,29,46,136.33373611111122
01AD004,2020,12,30,46,136.07223611111104
01AD004,2020,12,31,46,135.8723784722224
01AD004,2021,1,1,46,135.734829861111
01AD004,2021,1,2,46,135.5863402777778
01AD004,2021,1,3,46,135.49969097222234
01AD004,2021,1,4,46,135.48061458333353
01AD004,2021,1,5,46,135.48448958333347
01AD004,2021,1,6,46,135.42666319444442
01AD004,2021,1,7,46,135.35747916666682
01AD004,2021,1,8,46,135.28217013888855
01AD004,2021,1,9,46,135.24759374999994
01AD004,2021,1,10,46,135.19404861111104
01AD004,2021,1,11,46,135.13263194444437
01AD004,2021,1,12,46,135.06043402777775
01AD004,2021,1,13,46,135.01147222222193
01AD004,2021,1,14,46,135.00171180555543
01AD004,2021,1,15,46,134.98921180555578
01AD004,2021,1,16,46,134.9781944444445
01AD004,2021,1,17,46,134.9483437499998
01AD004,2021,1,18,46,134.9287361111111
01AD004,2021,1,19,46,134.88744097222218
01AD004,2021,1,20,46,135.007545138889
01AD004,2021,1,21,46,135.43165625000006
01AD004,2021,1,22,46,135.506086330935
01AD004,2021,1,23,46,135.59938888888897
01AD004,2021,1,24,46,135.57544791666655
01AD004,2021,1,25,46,135.5569027777777
01AD004,2021,1,26,46,135.56078472222205
01AD004,2021,1,27,46,135.57905902777802
01AD004,2021,1,28,46,135.53486805555562
01AD004,2021,1,29,46,135.5072222222224
01AD004,2021,1,30,46,135.5636180555556
01AD004,2021,1,31,46,135.55035763888864
01AD004,2021,2,1,46,135.52611458333325
01AD004,2021,2,2,46,135.48837152777799
01AD004,2021,2,3,46,135.54823958333353
01AD004,2021,2,4,46,135.49681249999992
01AD004,2021,2,5,46,135.42156944444437
01AD004,2021,2,6,46,135.39520833333341
01AD004,2021,2,7,46,135.3948715277776
01AD004,2021,2,8,46,135.40835416666656
01AD004,2021,2,9,46,135.45067708333315
01AD004,2021,2,10,46,135.47592013888885
01AD004,2021,2,11,46,135.46901041666655
01AD004,2021,2,12,46,135.4644166666667
01AD004,2021,2,13,46,135.43434027777752
01AD004,2021,2,14,46,135.396253472222
01AD004,2021,2,15,46,135.38073263888882
01AD004,2021,2,16,46,135.4614270833332
01AD004,2021,2,17,46,135.5549305555556
01AD004,2021,2,18,46,135.49409374999993
01AD004,2021,2,19,46,135.47617708333328
01AD004,2021,2,20,46,135.45995833333333
01AD004,2021,2,21,46,135.42930208333334
01AD004,2021,2,22,46,135.39855555555553
01AD004,2021,2,23,46,135.39451388888855
01AD004,2021,2,24,46,135.3675451388887
01AD004,2021,2,25,46,135.33240277777784
01AD004,2021,2,26,46,135.28227430555552
01AD004,2021,2,27,46,135.26803124999995
01AD004,2021,2,28,46,135.2740208333331
01AD004,2021,3,1,46,135.2549305555558
01AD004,2021,3,2,46,135.20026736111126
01AD004,2021,3,3,46,135.21564930555553
01AD004,2021,3,4,46,135.22294097222203
01AD004,2021,3,5,46,135.2102500000001
01AD004,2021,3,6,46,135.20073611111107
01AD004,2021,3,7,46,135.18880555555583
01AD004,2021,3,8,46,135.17495486111144
01AD004,2021,3,9,46,135.15839583333363
01AD004,2021,3,10,46,135.15588541666634
01AD004,2021,3,11,46,135.15136805555557
01AD004,2021,3,12,46,135.15550694444443
01AD004,2021,3,13,46,135.17089583333328
01AD004,2021,3,14,46,135.17490277777753
01AD004,2021,3,15,46,135.1689340277779
01AD004,2021,3,16,46,135.1981180555555
01AD004,2021,3,17,46,135.26377430555536
01AD004,2021,3,18,46,135.30959722222215
01AD004,2021,3,19,46,135.27736805555557
01AD004,2021,3,20,46,135.24338194444445
02DD020,2020,1,1,46,193.73540972222287
02DD020,2020,1,2,46,193.71700000000035
02DD020,2020,1,3,46,193.6972083333336
02DD020,2020,1,4,46,193.677027777778
02DD020,2020,1,5,46,193.65938541666685
02DD020,2020,1,6,46,193.64596180555574
02DD020,2020,1,7,46,193.62779861111116
02DD020,2020,1,8,46,193.61064855072522
02DD020,2020,1,9,46,193.59221180555556
02DD020,2020,1,10,46,193.57761111111134
02DD020,2020,1,11,46,193.56923611111148
02DD020,2020,1,12,46,193.5678333333334
02DD020,2020,1,13,46,193.55144097222234
02DD020,2020,1,14,46,193.53476449275396
02DD020,2020,1,15,46,193.51877464788774
02DD020,2020,1,16,46,193.50614736842113
02DD020,2020,1,17,46,193.48804166666704
02DD020,2020,1,18,46,193.48070833333293
02DD020,2020,1,19,46,193.4766041666662
02DD020,2020,1,20,46,193.45749999999947
02DD020,2020,1,21,46,193.443777777778
02DD020,2020,1,22,46,193.4313993055557
02DD020,2020,1,23,46,193.4190555555552
02DD020,2020,1,24,46,193.4081562500002
02DD020,2020,1,25,46,193.40986458333316
02DD020,2020,1,26,46,193.40592013888852
02DD020,2020,1,27,46,193.39279861111174
02DD020,2020,1,28,46,193.3810902777776
02DD020,2020,1,29,46,193.37157638888894
02DD020,2020,1,30,46,193.3618888888888
02DD020,2020,1,31,46,193.3527118055554
02DD020,2020,2,1,46,193.34418402777737
02DD020,2020,2,2,46,193.3345972222218
02DD020,2020,2,3,46,193.3223923611117
02DD020,2020,2,4,46,193.31124305555534
02DD020,2020,2,5,46,193.30039236111122
02DD020,2020,2,6,46,193.29301041666662
02DD020,2020,2,7,46,193.28522222222267
02DD020,2020,2,8,46,193.27393055555547
02DD020,2020,2,9,46,193.2644756944445
02DD020,2020,2,10,46,193.25828472222184
02DD020,2020,2,11,46,193.2471250000001
02DD020,2020,2,12,46,193.23593402777817
02DD020,2020,2,13,46,193.22888194444442
02DD020,2020,2,14,46,193.21881597222188
02DD020,2020,2,15,46,193.21179166666695
02DD020,2020,2,16,46,193.20245138888916
02DD020,2020,2,17,46,193.19206944444443
02DD020,2020,2,18,46,193.1927395833334
02DD020,2020,2,19,46,193.18668055555543
02DD020,2020,2,20,46,193.17921180555564
02DD020,2020,2,21,46,193.17251736111083
02DD020,2020,2,22,46,193.16336458333373
02DD020,2020,2,23,46,193.1555763888889
02DD020,2020,2,24,46,193.14798611111075
02DD020,2020,2,25,46,193.1401284722224
02DD020,2020,2,26,46,193.13392708333322
02DD020,2020,2,27,46,193.13729513888885
02DD020,2020,2,28,46,193.13069097222217
02DD020,2020,2,29,46,193.1249062500006
02DD020,2020,3,1,46,193.1189826388888
02DD020,2020,3,2,46,193.11432638888883
02DD020,2020,3,3,46,193.10656250000068
02DD020,2020,3,4,46,193.10248263888877
02DD020,2020,3,5,46,193.09802777777816
02DD020,2020,3,6,46,193.09945138888872
02DD020,2020,3,7,46,193.09673263888916
02DD020,2020,3,8,46,193.09424652777759
02DD020,2020,3,9,46,193.09635416666703
02DD020,2020,3,10,46,193.1338819444447
02DD020,2020,3,11,46,193.13861458333355
02DD020,2020,3,12,46,193.13987152777796
02DD020,2020,3,13,46,193.1640729166669
02DD020,2020,3,14,46,193.16876041666683
02DD020,2020,3,15,46,193.17262152777784
02DD020,2020,3,16,46,193.17897222222157
02DD020,2020,3,17,46,193.1869097222221
02DD020,2020,3,18,46,193.18978125000004
02DD020,2020,3,19,46,193.19966319444435
02DD020,2020,3,20,46,193.2374097222224
02DD020,2020,3,21,46,193.25707986111175
02DD020,2020,3,22,46,193.2665208333326
02DD020,2020,3,23,46,193.27542708333385
02DD020,2020,3,24,46,193.28219791666626
02DD020,2020,3,25,46,193.29369097222286
02DD020,2020,3,26,46,193.33349305555564
02DD020,2020,3,27,46,193.3723993055552
02DD020,2020,3,28,46,193.3924236111107
02DD020,2020,3,29,46,193.43264236111102
02DD020,2020,3,30,46,193.49407638888897
02DD020,2020,3,31,46,193.54215625000018
02DD020,2020,4,1,46,193.59318749999994
02DD020,2020,4,2,46,193.64206944444425
02DD020,2020,4,3,46,193.69346875
02DD020,2020,4,4,46,193.74974305555546
02DD020,2020,4,5,46,193.80524999999983
02DD020,2020,4,6,46,193.85666666666665
02DD020,2020,4,7,46,193.9046180555557
02DD020,2020,4,8,46,193.9513402777779
02DD020,2020,4,9,46,193.99023611111127
02DD020,2020,4,10,46,194.01945138888874
02DD020,2020,4,11,46,194.0459861111112
02DD020,2020,4,12,46,194.06748958333344
02DD020,2020,4,13,46,194.09882986111126
02DD020,2020,4,14,46,194.10659722222206
02DD020,2020,4,15,46,194.1288362369338
02DD020,2020,4,16,46,194.14425347222203
02DD020,2020,4,17,46,194.1553333333335
02DD020,2020,4,18,46,194.16480555555543
02DD020,2020,4,19,46,194.17390624999973
02DD020,2020,4,20,46,194.18089236111078
02DD020,2020,4,21,46,194.1945868055555
02DD020,2020,4,22,46,194.19831250000024
02DD020,2020,4,23,46,194.07262152777764
02DD020,2020,4,24,46,193.4468680555555
02DD020,2020,4,25,46,193.16369097222227
02DD020,2020,4,26,46,193.06117361111112
02DD020,2020,4,27,46,193.02487847222193
02DD020,2020,4,28,46,193.01083680555516
02DD020,2020,4,29,46,193.0152708333335
02DD020,2020,4,30,46,193.06343055555556
02DD020,2020,5,1,46,193.10022916666702
02DD020,2020,5,2,46,193.1126770833337
02DD020,2020,5,3,46,193.13018055555554
02DD020,2020,5,4,46,193.14324999999965
02DD020,2020,5,5,46,193.15268402777804
02DD020,2020,5,6,46,193.16345486111103
02DD020,2020,5,7,46,193.174288194444
02DD020,2020,5,8,46,193.20429513888885
02DD020,2020,5,9,46,193.20736111111094
02DD020,2020,5,10,46,193.20973611111134
02DD020,2020,5,11,46,193.21745138888878
02DD020,2020,5,12,46,193.22329166666685
02DD020,2020,5,13,46,193.22773263888897
02DD020,2020,5,14,46,193.231256944444
02DD020,2020,5,15,46,193.24242361111146
02DD020,2020,5,16,46,193.24716666666694
02DD020,2020,5,17,46,193.25003124999932
02DD020,2020,5,18,46,193.25266319444412
02DD020,2020,5,19,46,193.2531180555552
02DD020,2020,5,20,46,193.2546840277778
02DD020,2020,5,21,46,193.2562083333337
02DD020,2020,5,22,46,193.2561458333335
02DD020,2020,5,23,46,193.25635416666682
02DD020,2020,5,24,46,193.25788194444485
02DD020,2020,5,25,46,193.26475347222214
02DD020,2020,5,26,46,193.2682465277772
02DD020,2020,5,27,46,193.26696180555538
02DD020,2020,5,28,46,193.2647881944445
02DD020,2020,5,29,46,193.27748263888938
02DD020,2020,5,30,46,193.28400347222237
02DD020,2020,5,31,46,193.28451388888914
02DD020,2020,6,1,46,193.2798715277778
02DD020,2020,6,2,46,193.28440972222188
02DD020,2020,6,3,46,193.29562152777808
02DD020,2020,6,4,46,193.29692361111108
02DD020,2020,6,5,46,193.29806944444445
02DD020,2020,6,6,46,193.29810069444454
02DD020,2020,6,7,46,193.29696527777776
02DD020,2020,6,8,46,193.29696527777782
02DD020,2020,6,9,46,193.2952013888888
02DD020,2020,6,10,46,193.30769791666637
02DD020,2020,6,11,46,193.3241076388889
02DD020,2020,6,12,46,193.31015277777766
02DD020,2020,6,13,46,193.30474305555543
02DD020,2020,6,14,46,193.2993402777777
02DD020,2020,6,15,46,193.29803472222216
02DD020,2020,6,16,46,193.29482986111103
02DD020,2020,6,17,46,193.29103472222238
02DD020,2020,6,18,46,193.29014583333344
02DD020,2020,6,19,46,193.2884513888886
02DD020,2020,6,20,46,193.28785416666628
02DD020,2020,6,21,46,193.28676041666668
02DD020,2020,6,22,46,193.28452430555552
02DD020,2020,6,23,46,193.28423263888902
02DD020,2020,6,24,46,193.2891631944443
02DD020,2020,6,25,46,193.28551388888897
02DD020,2020,6,26,46,193.26522569444444
02DD020,2020,6,27,46,193.26947916666643
02DD020,2020,6,28,46,193.2746909722224
02DD020,2020,6,29,46,193.2759027777779
02DD020,2020,6,30,46,193.27523958333364
02DD020,2020,7,1,46,193.27565625000005
02DD020,2020,7,2,46,193.27529861111103
02DD020,2020,7,3,46,193.27415972222207
02DD020,2020,7,4,46,193.27063541666652
02DD020,2020,7,5,46,193.27632752613218
02DD020,2020,7,6,46,193.28175694444437
02DD020,2020,7,7,46,193.27407986111115
