ID,Year,Month,Day,Parameter,Flow (m3/s)
02DD020,2021,2,19,47,20.94374999999992
02DD020,2021,2,20,47,20.816666666666762
02DD020,2021,2,21,47,20.720138888888847
02DD020,2021,2,22,47,20.911458333333325
02DD020,2021,2,23,47,20.88368055555557
02DD020,2021,2,24,47,21.013541666666686
02DD020,2021,2,25,47,21.202898550724562
02DD020,2021,2,26,47,21.144444444444467
02DD020,2021,2,27,47,21.22187500000004
02DD020,2021,2,28,47,21.267361111111086
02DD020,2021,3,1,47,21.3368055555556
02DD020,2021,3,2,47,21.093750000000014
02DD020,2021,3,3,47,21.148263888888938
02DD020,2021,3,4,47,21.079347826086977
02DD020,2021,3,5,47,21.00615942028987
02DD020,2021,3,6,47,21.018402777777773
02DD020,2021,3,7,47,21.052173913043564
02DD020,2021,3,8,47,21.153819444444352
02DD020,2021,3,9,47,21.15902777777771
02DD020,2021,3,10,47,21.264236111111096
02DD020,2021,3,11,47,22.10763888888891
02DD020,2021,3,12,47,22.941319444444492
02DD020,2021,3,13,47,23.391319444444516
02DD020,2021,3,14,47,23.826736111111096
02DD020,2021,3,15,47,24.114583333333318
02DD020,2021,3,16,47,24.420138888888903
02DD020,2021,3,17,47,24.764236111111114
02DD020,2021,3,18,47,25.121180555555533
02DD020,2021,3,19,47,25.312847222222242
02DD020,2021,3,20,47,25.471527777777858
04LG004,2020,1,1,47,155.25
04LG004,2020,1,2,47,174.875
04LG004,2020,1,3,47,183.08333333333334
04LG004,2020,1,4,47,161.70833333333334
04LG004,2020,1,5,47,156.91666666666666
04LG004,2020,1,6,47,187.41666666666666
04LG004,2020,1,7,47,213.83333333333334
04LG004,2020,1,8,47,217.66666666666666
04LG004,2020,1,9,47,206.0
04LG004,2020,1,10,47,178.875
04LG004,2020,1,11,47,168.29166666666666
04LG004,2020,1,12,47,216.0
04LG004,2020,1,13,47,269.0833333333333
04LG004,2020,1,14,47,249.375
04LG004,2020,1,15,47,225.625
04LG004,2020,1,16,47,227.79166666666666
04LG004,2020,1,17,47,211.79166666666666
04LG004,2020,1,18,47,170.5
04LG004,2020,1,19,47,170.0
04LG004,2020,1,20,47,184.04166666666666
04LG004,2020,1,21,47,173.5
04LG004,2020,1,22,47,184.5
04LG004,2020,1,23,47,180.41666666666666
04LG004,2020,1,24,47,157.45833333333334
04LG004,2020,1,25,47,162.625
04LG004,2020,1,26,47,212.625
04LG004,2020,1,27,47,277.125
04LG004,2020,1,28,47,262.4583333333333
04LG004,2020,1,29,47,256.8333333333333
04LG004,2020,1,30,47,224.375
04LG004,2020,1,31,47,158.08333333333334
04LG004,2020,2,1,47,143.625
04LG004,2020,2,2,47,166.0
04LG004,2020,2,3,47,190.91666666666666
04LG004,2020,2,4,47,188.0
04LG004,2020,2,5,47,230.33333333333334
04LG004,2020,2,6,47,283.875
04LG004,2020,2,7,47,225.375
04LG004,2020,2,8,47,147.58333333333334
04LG004,2020,2,9,47,170.29166666666666
04LG004,2020,2,10,47,208.45833333333334
04LG004,2020,2,11,47,191.58333333333334
04LG004,2020,2,12,47,201.5
04LG004,2020,2,13,47,277.9166666666667
04LG004,2020,2,14,47,245.75
04LG004,2020,2,15,47,141.0
04LG004,2020,2,16,47,136.70833333333334
04LG004,2020,2,17,47,155.95833333333334
04LG004,2020,2,18,47,163.91666666666666
04LG004,2020,2,19,47,174.29166666666666
04LG004,2020,2,20,47,190.29166666666666
04LG004,2020,2,21,47,159.75
04LG004,2020,2,22,47,119.0
04LG004,2020,2,23,47,143.875
04LG004,2020,2,24,47,171.125
04LG004,2020,2,25,47,175.83333333333334
04LG004,2020,2,26,47,178.25
04LG004,2020,2,27,47,181.66666666666666
04LG004,2020,2,28,47,180.29166666666666
04LG004,2020,2,29,47,175.0
04LG004,2020,3,1,47,196.5
04LG004,2020,3,2,47,217.0
04LG004,2020,3,3,47,210.29166666666666
04LG004,2020,3,4,47,203.875
04LG004,2020,3,5,47,211.70833333333334
04LG004,2020,3,6,47,187.16666666666666
04LG004,2020,3,7,47,133.63440860215053
04LG004,2020,3,8,47,111.47916666666667
04LG004,2020,3,9,47,107.10416666666667
04LG004,2020,3,10,47,199.80208333333334
04LG004,2020,3,11,47,275.75
04LG004,2020,3,12,47,209.04347826086956
04LG004,2020,3,13,47,121.20833333333333
04LG004,2020,3,14,47,110.04166666666667
04LG004,2020,3,15,47,168.5
04LG004,2020,3,16,47,243.66666666666666
04LG004,2020,3,17,47,290.75
04LG004,2020,3,18,47,336.125
04LG004,2020,3,19,47,247.16666666666666
04LG004,2020,3,20,47,144.75
04LG004,2020,3,21,47,132.70833333333334
04LG004,2020,3,22,47,127.45833333333333
04LG004,2020,3,23,47,131.04166666666666
04LG004,2020,3,24,47,162.125
04LG004,2020,3,25,47,170.5
04LG004,2020,3,26,47,150.0
04LG004,2020,3,27,47,150.04166666666666
